"Obs. Date","Obs. value","Series key","Indicator title","Units","Obs. status"
"2012-07","128.51","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2012-08","96.04","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2012-09","116.75","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2012-10","129.61","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2012-11","112.76","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2012-12","124.49","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2013-01","117.64","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2013-02","101.41","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2013-03","100.63","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2019-01","62.04","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2019-02","52.88","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2019-03","53.74","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2019-04","50.20","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2019-05","49.78","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2019-06","44.91","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2019-07","51.17","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2019-08","42.30","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2019-09","44.02","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2019-10","45.98","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2019-11","41.36","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2020-06","86.98","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2020-07","92.80","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2020-08","79.42","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2020-09","85.31","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2020-10","87.57","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2020-11","75.48","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2020-12","78.75","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2021-01","73.87","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2021-02","63.24","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2021-03","101.51","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2021-04","87.13","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2021-05","93.23","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2021-06","105.72","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2021-07","96.78","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2021-08","78.75","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2021-09","88.15","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2021-10","108.26","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2021-11","82.74","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2021-12","88.83","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2022-01","73.17","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2022-02","64.56","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2022-03","89.65","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2022-04","83.82","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2022-05","82.96","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2022-06","85.29","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2022-07","74.96","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2022-08","103.39","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2022-09","145.43","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2013-04","100.10","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2013-05","95.02","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2013-06","90.76","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2013-07","102.58","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2013-08","84.23","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2013-09","100.00","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2013-10","107.43","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2013-11","96.08","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2013-12","115.38","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2014-01","120.34","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2014-02","103.17","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2014-03","105.27","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2014-04","120.97","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2019-12","44.52","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2020-01","48.80","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2020-02","41.51","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2020-03","38.48","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2020-04","35.85","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2020-05","37.26","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2020-06","38.22","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2020-07","40.93","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2020-08","32.11","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2020-09","35.98","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2020-10","35.94","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2020-11","33.76","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2020-12","38.35","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2021-01","35.72","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2022-10","212.19","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2022-11","222.21","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2022-12","199.01","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2023-01","217.17","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2023-02","215.84","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2023-03","230.82","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2023-04","207.24","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2023-05","210.98","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2023-06","238.34","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2023-07","224.85","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2023-08","215.31","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2023-09","254.66","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2023-10","264.90","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2023-11","255.25","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2023-12","270.11","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","P"
"2014-05","105.89","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2014-06","97.62","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2014-07","101.59","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2014-08","75.34","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2014-09","80.39","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2014-10","82.84","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2014-11","73.09","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2014-12","96.60","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2015-01","75.81","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2015-02","77.17","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2021-02","28.72","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2021-03","30.84","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2021-04","27.53","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2021-05","26.96","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2021-06","27.40","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2021-07","28.05","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2021-08","24.77","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2021-09","25.51","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2021-10","24.98","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2021-11","23.91","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2021-12","25.83","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2022-01","26.18","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2022-02","23.15","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2022-03","24.69","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2022-04","21.16","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2022-05","22.07","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2022-06","22.65","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2015-03","92.85","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2015-04","89.08","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2015-05","71.41","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2015-06","77.25","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2015-07","80.09","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2015-08","66.01","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2015-09","77.54","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2015-10","74.00","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2015-11","74.02","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2015-12","90.48","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2016-01","64.26","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2016-02","61.49","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2016-03","76.16","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2016-04","63.76","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2016-05","62.75","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2022-07","24.84","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2022-08","26.95","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2022-09","35.29","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2022-10","46.63","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2022-11","61.64","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2022-12","72.79","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
